名称,数量,百分比
cli-table3,17,0.38
expect-type,17,0.38
@docusaurus/module-type-aliases,16,0.36
p-event,16,0.36
node-notifier,16,0.36
@types/xml2js,16,0.36
microsoft,16,0.36
node-gyp,16,0.36
@types/prompts,16,0.36
ollama,16,0.36
conventional-changelog-cli,16,0.36
@opentelemetry/api,16,0.36
@semantic-release/exec,16,0.36
strip-json-comments,16,0.36
gulp-mocha,16,0.36
js-tokens,16,0.36
@babel/plugin-syntax-class-properties,16,0.36
estraverse,16,0.36
runtime,16,0.36
gulp-eslint,16,0.36
gulp-filter,16,0.36
fast-levenshtein,16,0.36
parted,16,0.36
@ungap/url-search-params,16,0.36
string-to-arraybuffer,16,0.36
webidl2js,16,0.36
is-arrayish,16,0.36
seq-queue,16,0.36
is-property,16,0.36
urun,16,0.36
x509.js,16,0.36
long,16,0.36
named-placeholders,16,0.36
generate-function,16,0.36
utest,16,0.36
assert-diff,16,0.36
denque,16,0.36
packages-update,16,0.36
double-ended-queue,16,0.36
aws-ssl-profiles,16,0.36
esm2umd,16,0.36
poku,16,0.36
eslint-plugin-async-await,16,0.36
@types/x509.js,16,0.36
@unicode/unicode-16.0.0,16,0.36
ieee754,16,0.36
normalize-path,16,0.36
anymatch,16,0.36
@faker-js/faker,16,0.36
ssh2,16,0.36
recharts,16,0.36
globby,16,0.36
kleur,16,0.36
@types/sharp,15,0.34
tweetnacl,15,0.34
@types/pino,15,0.34
openapi-typescript,15,0.34
ascjs,15,0.34
yoctodelay,15,0.34
fastify,15,0.34
socket.io,15,0.34
prettier-plugin-tailwindcss,15,0.34
p-queue,15,0.34
@mendable/firecrawl-js,15,0.34
adm-zip,15,0.34
@types/chai-as-promised,15,0.34
@chatmcp/sdk,15,0.34
opener,15,0.34
eslint-plugin-mocha,15,0.34
gulp-bump,15,0.34
./tslib.js,15,0.34
language,15,0.34
npm-run-all2,15,0.34
unicode-9.0.0,15,0.34
0bsd,15,0.34
tslib.d.ts,15,0.34
gulp-git,15,0.34
compiler,15,0.34
tslib.es6.js,15,0.34
gulp-tag-version,15,0.34
esutils,15,0.34
tslib.js,15,0.34
optionator,15,0.34
@types/tmp,15,0.34
githead,15,0.34
is-builtin-module,15,0.34
teeny-request,15,0.34
resumer,15,0.34
babel-plugin-transform-async-generator-functions,15,0.34
is-stream,15,0.34
base64-js,15,0.34
hyperquest,15,0.34
@babel/code-frame,15,0.34
flow-bin,15,0.34
sanitize-html,15,0.34
xlsx,15,0.34
react-day-picker,15,0.34
@antfu/eslint-config,15,0.34
@semantic-release/commit-analyzer,15,0.34
reflect-metadata,15,0.34
@prisma/client,15,0.34
prisma,15,0.34
@types/picomatch,15,0.34
@types/form-data,14,0.32
qrcode,14,0.32
@docusaurus/types,14,0.32
opencollective,14,0.32
core-util-is,14,0.32
into-stream,14,0.32
faucet,14,0.32
string_decoder,14,0.32
apache-2.0,14,0.32
node-forge,14,0.32
keyv,14,0.32
optionaldependencies,14,0.32
@types/marked,14,0.32
@types/chrome,14,0.32
playwright-core,14,0.32
@radix-ui/react-slider,14,0.32
ioredis,14,0.32
moment,14,0.32
tar-stream,14,0.32
pdf-parse,14,0.32
./tslib.es6.mjs,14,0.32
callsites,14,0.32
@nodelib/fs.walk,14,0.32
markdownlint-cli,14,0.32
babel-preset-es2015,14,0.32
random-int,14,0.32
espree,14,0.32
regenerator-runtime,14,0.32
yocto-queue,14,0.32
load-grunt-tasks,14,0.32
mssql,14,0.32
vite-plugin-dts,14,0.32
file-type,14,0.32
@babel/plugin-transform-runtime,14,0.32
tempfile,14,0.32
onetime,14,0.32
tar-fs,14,0.32
3.25.28,14,0.32
documentation,14,0.32
is-buffer,14,0.32
drizzle-orm,14,0.32
@radix-ui/react-toggle,14,0.32
@radix-ui/react-progress,14,0.32
unbuild,14,0.32
@types/node-notifier,14,0.32
@radix-ui/react-radio-group,14,0.32
@tanstack/react-table,14,0.32
ndoc,14,0.32
@c4312/matcha,14,0.32
make-dir,14,0.32
requirejs,14,0.32
path-type,14,0.32
@types/mime,13,0.29
@types/qrcode,13,0.29
@docusaurus/tsconfig,13,0.29
storybook,13,0.29
openapi-fetch,13,0.29
private,13,0.29
preact,13,0.29
@types/express-serve-static-core,13,0.29
q,13,0.29
pump,13,0.29
vows,13,0.29
end-of-stream,13,0.29
eslint-plugin-vitest,13,0.29
async-retry,13,0.29
react-router,13,0.29
react-icons,13,0.29
electron,13,0.29
./index.d.ts,13,0.29
@babel/plugin-transform-typescript,13,0.29
i18next,13,0.29
@ai-sdk/react,13,0.29
@types/sinon-chai,13,0.29
package.json,13,0.29
@swc/helpers,13,0.29
locate-path,13,0.29
is-path-inside,13,0.29
rollup-plugin-sourcemaps,13,0.29
rollup-plugin-node-polyfills,13,0.29
p-locate,13,0.29
5.26.5,13,0.29
@slack/web-api,13,0.29
pnpm,13,0.29
html-to-text,13,0.29
dedent,13,0.29
isomorphic-fetch,13,0.29
eslint-plugin-notice,13,0.29
c8ba48d493937115b81658ba71ff9ae3452d2f1b86a9fea357703f8745fa34d7,13,0.29
agentkeepalive,13,0.29
21.0.3,13,0.29
types/yargs-parser,13,0.29
./index.cjs,13,0.29
milesj,13,0.29
npm-run-path,13,0.29
is-running,13,0.29
human-signals,13,0.29
get-node,13,0.29
test-each,13,0.29
strip-final-newline,13,0.29
@ehmicky/dev-tasks,13,0.29
commonjs,13,0.29
@babel/helper-validator-identifier,13,0.29
import-meta-resolve,13,0.29
commitizen,13,0.29
is-nan,13,0.29
split,13,0.29
http-proxy-agent,13,0.29
@vitejs/plugin-vue,13,0.29
deepmerge,13,0.29
@types/react-test-renderer,13,0.29
drizzle-kit,13,0.29
tar,13,0.29
vaul,13,0.29
jszip,13,0.29
@jridgewell/gen-mapping,13,0.29
npm-check-updates,13,0.29
node.js,13,0.29
camelcase,13,0.29
@vscode/test-electron,13,0.29
cspell,13,0.29
slash,13,0.29
grunt-template,13,0.29
@types/resolve,13,0.29
npm,12,0.27
@types/luxon,12,0.27
jest-cli,12,0.27
@testing-library/dom,12,0.27
parse5,12,0.27
get-package-type,12,0.27
openapi-client-axios,12,0.27
dompurify,12,0.27
boxen,12,0.27
@radix-ui/react-hover-card,12,0.27
query-string,12,0.27
figures,12,0.27
@emotion/styled,12,0.27
happy-dom,12,0.27
@mui/material,12,0.27
@mui/icons-material,12,0.27
@vercel/analytics,12,0.27
@clack/prompts,12,0.27
play-sound,12,0.27
mongoose,12,0.27
node-cron,12,0.27
mammoth,12,0.27
tslint-config-prettier,12,0.27
grunt-benchmark,12,0.27
deep-is,12,0.27
word-wrap,12,0.27
fastq,12,0.27
prelude-ls,12,0.27
webdriverio,12,0.27
type-check,12,0.27
@jest/types,12,0.27
grunt-npm-install,12,0.27
@types/estree,12,0.27
progress,12,0.27
@types/supports-color,12,0.27
levn,12,0.27
eslint-plugin-jsonc,12,0.27
2.0.3,12,0.27
@babel/plugin-syntax-import-meta,12,0.27
@doist/todoist-api-typescript,12,0.27
egg-bin,12,0.27
eslint-config-egg,12,0.27
charcodes,12,0.27
esbuild-runner,12,0.27
json-parse-even-better-errors,12,0.27
bl,12,0.27
lines-and-columns,12,0.27
pkg-dir,12,0.27
is-ci-cli,12,0.27
error-ex,12,0.27
parse-json,12,0.27
@types/babel__traverse,12,0.27
react-scripts,12,0.27
@babel/traverse,12,0.27
@types/sanitize-html,12,0.27
@types/ssh2,12,0.27
@ianvs/prettier-plugin-sort-imports,12,0.27
yallist,12,0.27
@types/lru-cache,12,0.27
axios-retry,12,0.27
prismjs,12,0.27
@types/signal-exit,12,0.27
replace-in-file,12,0.27
ci-info,12,0.27
buffer-from,12,0.27
eslint-plugin-no-only-tests,12,0.27
jsonc-eslint-parser,12,0.27
robots-parser,11,0.25
ts-jest-resolver,11,0.25
jsan,11,0.25
circular-json,11,0.25
circular-json-es6,11,0.25
openapi-schema-validator,11,0.25
@fastify/busboy,11,0.25
biginteger,11,0.25
bignumber,11,0.25
https-pem,11,0.25
validator,11,0.25
dns-packet,11,0.25
big,11,0.25
@monaco-editor/react,11,0.25
merge2,11,0.25
exe-boss,11,0.25
@types/merge2,11,0.25
5.0,11,0.25
react-i18next,11,0.25
sass,11,0.25
@types/markdown-it,11,0.25
@types/multer,11,0.25
@types/archiver,11,0.25
@types/jasmine,11,0.25
node-html-markdown,11,0.25
murmurhash3,11,0.25
2.8.1,11,0.25
pirates,11,0.25
murmurhash,11,0.25
neo-async,11,0.25
@types/run-parallel,11,0.25
eslint-plugin-eslint-comments,11,0.25
reusify,11,0.25
write,11,0.25
imurmurhash.min.js,11,0.25
queue-microtask,11,0.25
imurmurhash.js,11,0.25
buildman,11,0.25
@nodelib/fs.macchiato,11,0.25
markdownlint,11,0.25
testman,11,0.25
natural-compare,11,0.25
@nodelib/fs.scandir,11,0.25
0.1.4,11,0.25
murmur,11,0.25
incremental,11,0.25
imurmurhash,11,0.25
@nodelib/fs.stat,11,0.25
run-parallel,11,0.25
@actions/core,11,0.25
twilio,11,0.25
chrono-node,11,0.25
@types/swagger-ui-express,11,0.25
expo,11,0.25
expo-status-bar,11,0.25
mm,11,0.25
humanize-ms,11,0.25
git-contributor,11,0.25
coffee,11,0.25
autod,11,0.25
pedding,11,0.25
preferunplugged,11,0.25
clear-module,11,0.25
merge-stream,11,0.25
cpu,11,0.25
mimic-fn,11,0.25
chai-subset,11,0.25
upath,11,0.25
next-auth,11,0.25
parcel,11,0.25
@babel/runtime,11,0.25
@radix-ui/react-toggle-group,11,0.25
@radix-ui/react-context-menu,11,0.25
@types/babel__template,11,0.25
browser.js,11,0.25
ini,11,0.25
postinstall,11,0.25
@vscode/vsce,11,0.25
@sinclair/typebox,11,0.25
@types/pdf-parse,11,0.25
chromadb,11,0.25
neo4j-driver,11,0.25
@babel/preset-react,11,0.25
nopt,11,0.25
browserslist,11,0.25
fdir,11,0.25
jsesc,11,0.25
tsdown,10,0.23
@octokit/graphql,10,0.23
function,10,0.23
entities,10,0.23
escodegen,10,0.23
@heroicons/react,10,0.23
@types/async-retry,10,0.23
rehype-raw,10,0.23
monaco-editor,10,0.23
classnames,10,0.23
jimp,10,0.23
@browserbasehq/stagehand,10,0.23
@types/gulp,10,0.23
@types/serve-static,10,0.23
jest-ts-webcompat-resolver,10,0.23
@figma/rest-api-spec,10,0.23
node-abort-controller,10,0.23
pegjs,10,0.23
esprima-fb,10,0.23
parent-module,10,0.23
common-tags,10,0.23
heapdump,10,0.23
klaw-sync,10,0.23
dateformat,10,0.23
temp-dir,10,0.23
cli-color,10,0.23
he,10,0.23
md5,10,0.23
rss-parser,10,0.23
swagger-jsdoc,10,0.23
@types/morgan,10,0.23
@noble/hashes,10,0.23
./index.d.cts,10,0.23
react-error-boundary,10,0.23
node-addon-api,10,0.23
from2,10,0.23
jsdoc-to-markdown,10,0.23
agent-base,10,0.23
eslint-config-airbnb,10,0.23
websocket,10,0.23
@types/parse-json,10,0.23
async-listen,10,0.23
readdirp,10,0.23
compression,10,0.23
@storybook/react,10,0.23
@types/babel__generator,10,0.23
@babel/generator,10,0.23
prepublishonly,10,0.23
svelte,10,0.23
vue-router,10,0.23
@types/cookie-parser,10,0.23
discord.js,10,0.23
json-schema-to-zod,10,0.23
papaparse,10,0.23
pdfjs-dist,10,0.23
@langchain/ollama,10,0.23
bignumber.js,10,0.23
@mastra/core,10,0.23
@radix-ui/react-navigation-menu,10,0.23
vue-tsc,10,0.23
@lancedb/lancedb,10,0.23
bumpp,10,0.23
spawn-rx,10,0.23
html-escaper,10,0.23
pocketbase,10,0.23
pako,10,0.23
zx,10,0.23
markdown-table,10,0.23
is-plain-object,10,0.23
caniuse-lite,10,0.23
deprecate,10,0.23
1.0.2,10,0.23
util-deprecate,10,0.23
@langchain/anthropic,10,0.23
@types/mssql,10,0.23
wait-on,10,0.23
@types/babel__code-frame,10,0.23
babel-plugin-add-module-exports,10,0.23
eslint-config-strict,10,0.23
eslint-plugin-yml,10,0.23
pretty-format,10,0.23
immutable,10,0.23
compare-versions,10,0.23
@types/sinonjs__fake-timers,10,0.23
clone,10,0.23
commitlint-config-angular,10,0.23
array-uniq,10,0.23
type-detect,10,0.23
bencho,10,0.23
eslint-config-mrmlnc,10,0.23
rollup-plugin-buble,10,0.23
prettier-plugin-curly,10,0.23
simple-assert,10,0.23
to-through,10,0.23
sisteransi,10,0.23
string-length,10,0.23
karma-opera-launcher,10,0.23
@types/glob-parent,10,0.23
buble,10,0.23
rollup-plugin-istanbul,10,0.23
thunks,10,0.23
leven,10,0.23
tman,10,0.23
snap-shot-it,10,0.23
eslint-plugin-deprecation,10,0.23
@types/graceful-fs,10,0.23
unicode-10.0.0,10,0.23
@storybook/react-vite,9,0.20
xpath,9,0.20
date-fns-tz,9,0.20
effect,9,0.20
n8n-workflow,9,0.20
unpkg,9,0.20
better-assert,9,0.20
table,9,0.20
integer,9,0.20
timekeeper,9,0.20
jsbn,9,0.20
@keyv/test-suite,9,0.20
tough-cookie,9,0.20
np,9,0.20
jscs,9,0.20
json-buffer,9,0.20
@headlessui/react,9,0.20
@rslib/core,9,0.20
process,9,0.20
copy-to-clipboard,9,0.20
motion,9,0.20
rehype-highlight,9,0.20
turndown-plugin-gfm,9,0.20
lodash.merge,9,0.20
usehooks-ts,9,0.20
@tavily/core,9,0.20
posthog-js,9,0.20
tw-animate-css,9,0.20
run-applescript,9,0.20
tehbelinda,9,0.20
carlosbonetti,9,0.20
artursvonda,9,0.20
@types/send,9,0.20
types/qs,9,0.20
@types/http-errors,9,0.20
zyml,9,0.20
hperrin,9,0.20
dpsmith3,9,0.20
ljharb,9,0.20
gulp-rename,9,0.20
leonyu,9,0.20
ajafff,9,0.20
@types/range-parser,9,0.20
8.14.0,9,0.20
rwander,9,0.20
eslint-config-standard-with-typescript,9,0.20
underscore,9,0.20
rollup-plugin-typescript2,9,0.20
@openrouter/ai-sdk-provider,9,0.20
@wdio/cli,9,0.20
spawn-sync,9,0.20
doctrine,9,0.20
eslint-config-ostai,9,0.20
@typescript-eslint/types,9,0.20
@types/shell-quote,9,0.20
@wdio/mocha-framework,9,0.20
pre-suf,9,0.20
rewire,9,0.20
shell-quote,9,0.20
@huggingface/inference,9,0.20
firebase-admin,9,0.20
llamaindex,9,0.20
title-case,9,0.20
@aws-sdk/client-dynamodb,9,0.20
solc,9,0.20
rollup-plugin-json,9,0.20
eslint-config-airbnb-typescript,9,0.20
extract-zip,9,0.20
1.1.0,9,0.20
gulp-uglify,9,0.20
socks-proxy-agent,9,0.20
is-binary-path,9,0.20
binary-extensions,9,0.20
@vitejs/plugin-react-swc,9,0.20
@types/validator,9,0.20
@storybook/addon-interactions,9,0.20
@storybook/addon-essentials,9,0.20
jest-junit,9,0.20
joi,9,0.20
@larksuiteoapi/node-sdk,9,0.20
async-mutex,9,0.20
@vitest/eslint-plugin,9,0.20
unist-util-visit,9,0.20
@atproto/api,9,0.20
qrcode-terminal,9,0.20
@tanstack/react-virtual,9,0.20
embla-carousel-react,9,0.20
@inquirer/prompts,9,0.20
@dotenvx/dotenvx,9,0.20
@types/pako,9,0.20
conventional-changelog-conventionalcommits,9,0.20
bindings,9,0.20
jest-config,9,0.20
@types/prismjs,9,0.20
@types/ejs,9,0.20
indent-string,9,0.20
@opentelemetry/sdk-node,9,0.20
ky,9,0.20
deep-strict-equal,9,0.20
@babel/polyfill,9,0.20
gunzip-maybe,9,0.20
events.once,9,0.20
util-promisify,9,0.20
jest-circus,9,0.20
resolve.exports,9,0.20
@babel/helper-module-imports,9,0.20
jest-diff,9,0.20
data,9,0.20
console-fail-test,9,0.20
strip-bom,9,0.20
@fast-check/jest,9,0.20
istanbul-harmony,9,0.20
@babel/plugin-syntax-typescript,9,0.20
yaml-eslint-parser,9,0.20
mz,9,0.20
tsm,9,0.20
babel-preset-jest,9,0.20
@types/react-is,9,0.20
@types/istanbul-lib-coverage,9,0.20
is-windows,9,0.20
@types/write-file-atomic,9,0.20
should-semantic-release,9,0.20
@types/natural-compare,9,0.20
react-is,9,0.20
grunt-contrib-nodeunit,9,0.20
@types/istanbul-reports,9,0.20
jest-util,9,0.20
@jest/transform,9,0.20
@babel/preset-flow,9,0.20
write-file-atomic,9,0.20
@types/merge-stream,9,0.20
jest-snapshot,9,0.20
@ampproject/remapping,9,0.20
cjs-module-lexer,9,0.20
tsc,9,0.20
install,8,0.18
smithery,8,0.18
mcp-http-server,8,0.18
registry,8,0.18
eslint-config-semistandard,8,0.18
tape-run,8,0.18
docco,8,0.18
@matteo.collina/tspl,8,0.18
borp,8,0.18
htmlparser2,8,0.18
@types/dompurify,8,0.18
@browserbasehq/sdk,8,0.18
socket.io-client,8,0.18
@trivago/prettier-plugin-sort-imports,8,0.18
@types/nock,8,0.18
peterblazejewicz,8,0.18
@types/connect,8,0.18
gulp-sourcemaps,8,0.18
react-hotkeys-hook,8,0.18
use-debounce,8,0.18
i18next-browser-languagedetector,8,0.18
@langchain/textsplitters,8,0.18
sdk,8,0.18
markdown-it-container,8,0.18
metascraper-logo-favicon,8,0.18
metascraper-image,8,0.18
metascraper,8,0.18
lodash.js,8,0.18
metascraper-logo,8,0.18
node-polyfill-webpack-plugin,8,0.18
eslint-plugin,8,0.18
metascraper-description,8,0.18
metascraper-title,8,0.18
string-to-stream,8,0.18
cloudflare,8,0.18
@octokit/core,8,0.18
minio,8,0.18
@google-cloud/bigquery,8,0.18
slugify,8,0.18
@next/eslint-plugin-next,8,0.18
bip39,8,0.18
@gradio/client,8,0.18
@noble/curves,8,0.18
@openzeppelin/contracts,8,0.18
eslint-plugin-ava,8,0.18
semistandard,8,0.18
universalify,8,0.18
colortape,8,0.18
rollup-plugin-copy,8,0.18
bower-registry-client,8,0.18
commonjs-everywhere,8,0.18
standard-markdown,8,0.18
mutate-fs,8,0.18
@react-email/components,8,0.18
svelte-check,8,0.18
@storybook/blocks,8,0.18
eslint-plugin-storybook,8,0.18
bcryptjs,8,0.18
eslint-plugin-tailwindcss,8,0.18
nuxt,8,0.18
@storybook/addon-links,8,0.18
react-native-screens,8,0.18
react-native-safe-area-context,8,0.18
@sveltejs/vite-plugin-svelte,8,0.18
partial-json,8,0.18
publint,8,0.18
pdf-lib,8,0.18
@types/jira-client,8,0.18
@modelcontextprotocol/typescript-sdk,8,0.18
@azure/msal-node,8,0.18
jwt-decode,8,0.18
@types/commander,8,0.18
@types/html-to-text,8,0.18
@commander-js/extra-typings,8,0.18
unified,8,0.18
citty,8,0.18
isbot,8,0.18
youtube-captions-scraper,8,0.18
@types/bn.js,8,0.18
bn.js,8,0.18
braintrust,8,0.18
remark-parse,8,0.18
eslint-plugin-only-warn,8,0.18
@radix-ui/react-menubar,8,0.18
lighthouse,8,0.18
@radix-ui/react-aspect-ratio,8,0.18
@electric-sql/pglite,8,0.18
@iarna/toml,8,0.18
autoevals,8,0.18
get-port-please,8,0.18
bcrypt,8,0.18
@swc/cli,8,0.18
@apidevtools/swagger-parser,8,0.18
4.8,8,0.18
@aws-sdk/credential-providers,8,0.18
sqlite,8,0.18
@googlemaps/google-maps-services-js,8,0.18
depcheck,8,0.18
@types/brace-expansion,8,0.18
arktype,8,0.18
@opentelemetry/resources,8,0.18
@opentelemetry/auto-instrumentations-node,8,0.18
cpy-cli,8,0.18
@uiw/react-codemirror,8,0.18
youtube-transcript,8,0.18
libtap,8,0.18
@istanbuljs/load-nyc-config,8,0.18
@jest/fake-timers,8,0.18
2.0.6,8,0.18
node-int64,8,0.18
@istanbuljs/schema,8,0.18
jest-each,8,0.18
levenshtein-edit-distance,8,0.18
istanbul-lib-source-maps,8,0.18
levenshtein-component,8,0.18
jest-haste-map,8,0.18
@babel/plugin-syntax-optional-catch-binding,8,0.18
v8-to-istanbul,8,0.18
@types/istanbul-lib-instrument,8,0.18
@sinonjs/referee-sinon,8,0.18
node-releases,8,0.18
@jest/test-sequencer,8,0.18
plugnplay,8,0.18
jest-runtime,8,0.18
@studio/changes,8,0.18
jest-jasmine2,8,0.18
types/stack-utils,8,0.18
@jest/test-result,8,0.18
levenshtein,8,0.18
@types/co,8,0.18
@types/pnpapi,8,0.18
@babel/template,8,0.18
istanbul-lib-instrument,8,0.18
@tsd/typescript,8,0.18
@babel/helper-module-transforms,8,0.18
jest-validate,8,0.18
1.2.3,8,0.18
packages/babel-helper-validator-option,8,0.18
@babel/plugin-syntax-object-rest-spread,8,0.18
@types/istanbul-lib-report,8,0.18
@types/fb-watchman,8,0.18
@sinclair/hammer,8,0.18
@babel/parser-7.22.0,8,0.18
char-regex,8,0.18
levdist,8,0.18
tsd-lite,8,0.18
jest-worker,8,0.18
@mdn/browser-compat-data,8,0.18
jason0x43,8,0.18
@jest/source-map,8,0.18
jest-matcher-utils,8,0.18
makeerror,8,0.18
unicode-13.0.0,8,0.18
@sinonjs/commons,8,0.18
@babel/plugin-transform-flow-strip-types,8,0.18
@babel/helper-validator-option,8,0.18
@babel/plugin-syntax-class-static-block,8,0.18
worker-farm,8,0.18
core-js-compat,8,0.18
@babel/parser-7.9.0,8,0.18
pmock,8,0.18
@bcoe/v8-coverage,8,0.18
peerdependenciesmeta,8,0.18
@babel/helper-transform-fixture-test-runner,8,0.18
@sinonjs/eslint-plugin-no-prototype-methods,8,0.18
eslint-config-richienb,8,0.18
types/istanbul-lib-coverage,8,0.18
@babel/plugin-syntax-json-strings,8,0.18
is-mergeable-object,8,0.18
test-exclude,8,0.18
gulp-cli,8,0.18
29.6.3,8,0.18
tmpl,8,0.18
@jest/test-utils,8,0.18
jest-docblock,8,0.18
detect-newline,8,0.18
36c823c8b3f66dab91254b0f7299de71768ad8836bfbfcaa062409dd86fbbd61,8,0.18
@babel/plugin-syntax-bigint,8,0.18
@jest/environment,8,0.18
emoji.json,8,0.18
jest-pnp-resolver,8,0.18
@babel/plugin-syntax-async-generators,8,0.18
pure-rand,8,0.18
npm-package-json-lint-config-default,8,0.18
babel-preset-current-node-syntax,8,0.18
nested-error-stacks,8,0.18
p-try,8,0.18
jest-mock,8,0.18
walker,8,0.18
@babel/plugin-syntax-nullish-coalescing-operator,8,0.18
@babel/plugin-syntax-numeric-separator,8,0.18
cpy,8,0.18
@types/exit,8,0.18
talisman,8,0.18
stack-utils,8,0.18
@jest/schemas,8,0.18
knuth-shuffle,8,0.18
pnp,8,0.18
@types/istanbul-lib-source-maps,8,0.18
fb7d95c8af6e0d65a8b65348433d8a0ea0725b5b,8,0.18
istanbul-reports,8,0.18
electron-to-chromium,8,0.18
@babel/plugin-syntax-private-property-in-object,8,0.18
update-browserslist-db,8,0.18
@babel/helper-compilation-targets,8,0.18
is-generator-fn,8,0.18
packages/react-is,8,0.18
ab51d155e7946b0b0e0edab741811a35172a48de2674195feb31eaaf7bf992b7,8,0.18
istanbul-lib-coverage,8,0.18
@babel/plugin-syntax-top-level-await,8,0.18
@babel/plugin-syntax-flow,8,0.18
@babel/parser-7.0.0,8,0.18
@babel/helper-plugin-test-runner,8,0.18
inline-source-map,8,0.18
jest-regex-util,8,0.18
@cfware/nyc,8,0.18
